Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,http://bioportal.bioontology.org#ontologyId,http://data.bioontology.org/metadata/prefixIRI,http://protege.stanford.edu/ontologies/metadata/provenance.owl#importCreator,http://protege.stanford.edu/ontologies/metadata/provenance.owl#importDate,http://protege.stanford.edu/ontologies/metadata/provenance.owl#ontologyName,http://protege.stanford.edu/ontologies/metadata/provenance.owl#ontologyVersion,http://protege.stanford.edu/ontologies/metadata/provenance.owl#termUrl
http://purl.bioontology.org/ontology/SNOMEDCT/64572001,Disease,,"Disease AND/OR syndrome present|Clinical disease AND/OR syndrome|Syndrome|Disorders|Disorder|Syndrome, NOS|Disease (disorder)|Disease, NOS|Clinical disease or syndrome, NOS|Disease or syndrome present, NOS|Diseases|Clinical disease AND/OR syndrome present|Disorder, NOS|Clinical disease or syndrome present, NOS",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/404684003,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/112674009,Fibrosis,,"Fibrosis (morphologic abnormality)|Fibrosis, NOS|Fibrous thickening|Fibrous repair|Fibrous replacement|Desmoplasia|Fibroplasia|Fibroplasia, NOS",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/107682006,46896,,,,,,http://bioportal.bioontology.org/visualize/46896?conceptid=112674009
http://purl.bioontology.org/ontology/SNOMEDCT/404684003,Clinical finding,,Clinical finding (finding),false,,,http://www.w3.org/2002/07/owl#Thing,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/363169009,Inflammation of specific body organs,,Inflammation of specific body organs (disorder),false,,,http://purl.bioontology.org/ontology/SNOMEDCT/363170005,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/34636005,Regeneration,,"Regeneration (morphologic abnormality)|Regeneration, NOS",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/57697001,46896,,,,,,http://bioportal.bioontology.org/visualize/46896?conceptid=34636005
http://purl.bioontology.org/ontology/SNOMEDCT/235859005,Liver disorder due to infection,,Infectious disease of liver|Liver disorder due to infection (disorder),false,,,http://purl.bioontology.org/ontology/SNOMEDCT/235856003|http://purl.bioontology.org/ontology/SNOMEDCT/312158001|http://purl.bioontology.org/ontology/SNOMEDCT/128070006,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/33688009,Cholestasis,,"Bile stasis, NOS|Cholestasis (finding)|Bile stasis|Cholestasis, NOS",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/249565005,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/235862008,Hepatitis due to infection,,Hepatitis due to infection (disorder),false,,,http://purl.bioontology.org/ontology/SNOMEDCT/128241005|http://purl.bioontology.org/ontology/SNOMEDCT/235859005,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/59927004,Hepatic failure,,"Liver decompensation|Hepatic failure, NOS|Hepatic insufficiency, NOS|Liver failure|Liver function failure, NOS|Hepatic insufficiency|Liver decompensation, NOS|Liver function failure|Hepatic failure (disorder)",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/235856003,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/370489002,Cholangiohepatitis,,Cholangiohepatitis (disorder),false,,,http://purl.bioontology.org/ontology/SNOMEDCT/82403002|http://purl.bioontology.org/ontology/SNOMEDCT/128241005,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/128139000,Inflammatory disorder,,Inflammatory disorder (disorder)|Inflammatory disease,false,,,http://purl.bioontology.org/ontology/SNOMEDCT/64572001,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/300339003,Finding of biliary tract,,Finding of biliary tract (finding)|Observation of biliary tract,false,,,http://purl.bioontology.org/ontology/SNOMEDCT/106080006,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/111373008,Pericholangitis,,"Pericholangitis, NOS|Pericholangitis (disorder)",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/82403002,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/128070006,Infectious disease of abdomen,,Abdominal infection|Infection of abdomen|Infectious disorder of abdomen|Infectious disease of abdomen (disorder),false,,,http://purl.bioontology.org/ontology/SNOMEDCT/301810000,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/30750004,Lysis,,"Cytolysis|Lysis (morphologic abnormality)|Lysis, NOS|Cytolysis, NOS",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/107670002,46896,,,,,,http://bioportal.bioontology.org/visualize/46896?conceptid=30750004
http://purl.bioontology.org/ontology/SNOMEDCT/93839008,Primary malignant neoplasm of intra-abdominal organs,,"Malignant neoplasm of intra-abdominal organs, NOS|Malignant neoplasm of intra-abdominal organs|Primary malignant neoplasm of intra-abdominal organs (disorder)",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/94111002|http://purl.bioontology.org/ontology/SNOMEDCT/188366002,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/86514004,Granulomatous hepatitis,,Granulomatous hepatitis (disorder),false,,,http://purl.bioontology.org/ontology/SNOMEDCT/128561003|http://purl.bioontology.org/ontology/SNOMEDCT/128241005,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/45744005,Disorder of mineral metabolism,,"Disorder of mineral metabolism (disorder)|Disorder of mineral metabolism, NOS",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/75934005,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/93870000,Malignant neoplasm of liver,,"Malignant tumor of liver|Liver cancer|Malignant neoplasm of liver, NOS|Malignant tumour of liver|Primary malignant neoplasm of liver|CA - Liver cancer|Malignant neoplasm of liver (disorder)",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/255077007|http://purl.bioontology.org/ontology/SNOMEDCT/188366002,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/37782003,Damage,,"Tissue damage, NOS|Tissue damage|Damage (morphologic abnormality)|Damage, NOS",false,,,http://www.owl-ontologies.com/Ontology1367946239.owl#morphologically_abnormal_structure,46896,,,,,,http://bioportal.bioontology.org/visualize/46896?conceptid=37782003
http://purl.bioontology.org/ontology/SNOMEDCT/123037004,Body structure,,Body structures|Body structure (body structure),false,,,http://www.w3.org/2002/07/owl#Thing,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/427044009,Fulminant hepatitis,,Fulminant hepatitis (disorder),false,,,http://purl.bioontology.org/ontology/SNOMEDCT/128241005,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/51404004,Fibrous bands,,Ainhum|Fibrous bands (morphologic abnormality),false,,,http://purl.bioontology.org/ontology/SNOMEDCT/112674009,46896,,,,,,http://bioportal.bioontology.org/visualize/46896?conceptid=51404004
http://purl.bioontology.org/ontology/SNOMEDCT/363170005,Inflammation of specific body structures or tissue,,Inflammation of specific body structures or tissue (disorder),false,,,http://purl.bioontology.org/ontology/SNOMEDCT/123946008|http://purl.bioontology.org/ontology/SNOMEDCT/128139000,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/75934005,Metabolic disease,,"MD - Metabolic disorders|Metabolic disease (disorder)|Metabolic disorder|Metabolic disorder, NOS|Metabolic disease, NOS",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/64572001,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/85804007,Congestion,,"Congestion (morphologic abnormality)|Congestion, NOS",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/107666005,46896,,,,,,http://bioportal.bioontology.org/visualize/46896?conceptid=85804007
http://purl.bioontology.org/ontology/SNOMEDCT/55342001,Neoplastic disease,,"NG - Neoplastic growth|New growth|Neoplastic disease, NOS|Neoplastic syndrome, NOS|NG - New growth|Neoplastic disease (disorder)|Neoplastic growth|Neoplasia|Neoplastic syndrome",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/399981008,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/46595003,Deposition,,"Deposit, NOS|Deposit|Deposition, NOS|Deposition (morphologic abnormality)",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/107669003,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/39011001,Hemosiderosis,,"Haemosiderosis, NOS|Hemosiderosis (disorder)|Haemosiderosis|Hemosiderosis, NOS",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/60737008,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/80515008,Large liver,,Large liver (disorder)|Hepatomegaly,false,,,http://purl.bioontology.org/ontology/SNOMEDCT/235856003,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/300325003,Small liver,,Small liver (finding),false,,,http://purl.bioontology.org/ontology/SNOMEDCT/366253000,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/284346004,Injury of body cavity structure,,Injury of body cavity structure (disorder),false,,,http://purl.bioontology.org/ontology/SNOMEDCT/399902003|http://purl.bioontology.org/ontology/SNOMEDCT/417746004|http://purl.bioontology.org/ontology/SNOMEDCT/123397009,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/29094004,Disorder of porphyrin metabolism,,"Disorder of porphyrin and heme metabolism|Disorder of porphyrin metabolism, NOS|Disorder of porphyrin metabolism (disorder)|Disorder of porphyrin and haem metabolism",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/75934005,46896,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/84995008,Focal degeneration,,Focal degeneration (morphologic abnormality),false,,,http://purl.bioontology.org/ontology/SNOMEDCT/33359002,46896,,,,,,http://bioportal.bioontology.org/visualize/46896?conceptid=84995008
http://purl.bioontology.org/ontology/SNOMEDCT/60737008,Iron overload,,"Iron overload (disorder)|Increased storage iron|Iron excess|Iron overload, NOS",false,,,http://purl.bioontology.org/ontology/SNOMEDCT/238145001|http://purl.bioontology.org/ontology/SNOMEDCT/30913008,46896,,,,,,
