BARCODE,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,DOSE_LEVEL,SACRIFICE_PERIOD,ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE,SP_FLG
No ChipData,0596,15,3,bucetin,High,15 day,Liver,"Change, eosinophilic",Centrilobular,minimal,false
No ChipData,0596,15,4,bucetin,High,15 day,Liver,"Change, eosinophilic",Centrilobular,slight,false
003017555018,0596,15,5,bucetin,High,15 day,Liver,"Change, eosinophilic",Centrilobular,slight,false
No ChipData,0596,16,1,bucetin,High,29 day,Liver,"Change, eosinophilic",Centrilobular,minimal,false
003017555028,0596,16,2,bucetin,High,29 day,Liver,"Change, eosinophilic",Centrilobular,slight,false
No ChipData,0596,16,3,bucetin,High,29 day,Liver,"Change, eosinophilic",Centrilobular,slight,false
003017555029,0596,16,4,bucetin,High,29 day,Liver,"Change, eosinophilic",Centrilobular,slight,false
003017555030,0596,16,5,bucetin,High,29 day,Liver,"Change, eosinophilic",Centrilobular,slight,false
003017555028,0596,16,2,bucetin,High,29 day,Liver,"Deposit, pigment",Kupffer cell,minimal,false
No ChipData,0457,01,4,buthionine sulfoximine,Control,3 hr,Kidney,Cyst,Cortex,slight,true
No ChipData,0457,03,5,buthionine sulfoximine,Control,9 hr,Kidney,Cyst,Cortex,slight,true
003017264017,0457,04,5,buthionine sulfoximine,Control,24 hr,Liver,Microgranuloma,,minimal,true
No ChipData,0457,05,1,buthionine sulfoximine,Low,3 hr,Kidney,Cyst,Cortex,slight,true
No ChipData,0457,05,1,buthionine sulfoximine,Low,3 hr,Kidney,Fibrosis,,minimal,true
No ChipData,0457,10,4,buthionine sulfoximine,Middle,6 hr,Liver,Necrosis,Subserosa,minimal,true
003017226029,0457,11,5,buthionine sulfoximine,Middle,9 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0457,12,3,buthionine sulfoximine,Middle,24 hr,Liver,Microgranuloma,,minimal,true
003017227011,0457,12,5,buthionine sulfoximine,Middle,24 hr,Liver,Microgranuloma,,minimal,true
No ChipData,0457,12,3,buthionine sulfoximine,Middle,24 hr,Kidney,Cyst,Cortex,slight,true
003017225025,0457,13,1,buthionine sulfoximine,High,3 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0457,13,4,buthionine sulfoximine,High,3 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0457,13,3,buthionine sulfoximine,High,3 hr,Kidney,Fibrosis,,minimal,true
003017227001,0457,15,4,buthionine sulfoximine,High,9 hr,Liver,"Cellular infiltration, neutrophil",,minimal,true
No ChipData,0457,15,5,buthionine sulfoximine,High,9 hr,Kidney,Cyst,Cortex,slight,true
003017227013,0457,16,4,buthionine sulfoximine,High,24 hr,Liver,Microgranuloma,,minimal,true
003017227014,0457,16,5,buthionine sulfoximine,High,24 hr,Liver,Microgranuloma,,minimal,true
No ChipData,0457,16,2,buthionine sulfoximine,High,24 hr,Kidney,Cyst,Cortex,slight,true
No ChipData,0688,16,5,butylated hydroxyanisole,High,29 day,Liver,Hypertrophy,Centrilobular,minimal,false
003017252023,0430,16,1,caffeine,High,29 day,Liver,Hypertrophy,Centrilobular,slight,false
No ChipData,0430,16,3,caffeine,High,29 day,Liver,Hypertrophy,Centrilobular,slight,false
003017252024,0430,16,4,caffeine,High,29 day,Liver,Hypertrophy,Centrilobular,slight,false
003017777003,0420,02,5,captopril,Control,6 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0420,02,2,captopril,Control,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0420,03,3,captopril,Control,9 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0420,03,3,captopril,Control,9 hr,Kidney,Fibrosis,Cortex,minimal,true
No ChipData,0420,03,3,captopril,Control,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,01,3,captopril,Control,4 day,Liver,Necrosis,Subserosa,minimal,true
003017307016,0421,01,5,captopril,Control,4 day,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0421,01,2,captopril,Control,4 day,Kidney,Regeneration,Renal tubule,minimal,true
003017811016,0421,01,4,captopril,Control,4 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017307027,0421,02,2,captopril,Control,8 day,Liver,Necrosis,Subserosa,minimal,true
003017307028,0421,02,5,captopril,Control,8 day,Liver,Necrosis,Subserosa,minimal,true
003017812010,0421,02,2,captopril,Control,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0421,02,3,captopril,Control,8 day,Kidney,Cyst,Cortex,minimal,true
003017812010,0421,02,2,captopril,Control,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017812009,0421,02,1,captopril,Control,8 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
No ChipData,0421,03,2,captopril,Control,15 day,Kidney,Cyst,Medulla,minimal,true
003017815004,0421,03,3,captopril,Control,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,03,4,captopril,Control,15 day,Kidney,Regeneration,Renal tubule,minimal,true
003017815004,0421,03,3,captopril,Control,15 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017313014,0421,04,1,captopril,Control,29 day,Liver,Microgranuloma,,minimal,true
003017313015,0421,04,3,captopril,Control,29 day,Liver,Microgranuloma,,minimal,true
003017815016,0421,04,3,captopril,Control,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0420,05,4,captopril,Low,3 hr,Liver,Microgranuloma,,minimal,true
No ChipData,0420,05,2,captopril,Low,3 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017302012,0420,06,4,captopril,Low,6 hr,Liver,Necrosis,Subserosa,minimal,true
003017777004,0420,06,1,captopril,Low,6 hr,Kidney,Cyst,Cortex,minimal,true
003017777006,0420,06,5,captopril,Low,6 hr,Kidney,Cyst,Medulla,minimal,true
003017777004,0420,06,1,captopril,Low,6 hr,Kidney,Fibrosis,Cortex,minimal,true
003017777004,0420,06,1,captopril,Low,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0420,06,2,captopril,Low,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017312012,0420,07,4,captopril,Low,9 hr,Liver,Cellular foci,,minimal,true
003017777016,0420,07,1,captopril,Low,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017312024,0420,08,3,captopril,Low,24 hr,Liver,Microgranuloma,,minimal,true
003017777030,0420,08,5,captopril,Low,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,05,4,captopril,Low,4 day,Kidney,Hypoplasia,,slight,true
No ChipData,0421,05,4,captopril,Low,4 day,Kidney,Regeneration,Renal tubule,minimal,true
003017307029,0421,06,1,captopril,Low,8 day,Liver,Necrosis,Subserosa,minimal,true
003017812012,0421,06,1,captopril,Low,8 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0421,06,4,captopril,Low,8 day,Kidney,Cyst,Cortex,minimal,true
003017812012,0421,06,1,captopril,Low,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017815008,0421,07,4,captopril,Low,15 day,Kidney,Cyst,Medulla,minimal,true
003017815006,0421,07,2,captopril,Low,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,07,5,captopril,Low,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,07,1,captopril,Low,15 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017815018,0421,08,1,captopril,Low,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017815020,0421,08,5,captopril,Low,29 day,Kidney,Cyst,Medulla,minimal,true
003017815018,0421,08,1,captopril,Low,29 day,Kidney,Regeneration,Renal tubule,minimal,true
003017815020,0421,08,5,captopril,Low,29 day,Kidney,Regeneration,Renal tubule,minimal,true
003017815019,0421,08,4,captopril,Low,29 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017776025,0420,09,1,captopril,Middle,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017776027,0420,09,5,captopril,Middle,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0420,10,3,captopril,Middle,6 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017777009,0420,10,5,captopril,Middle,6 hr,Kidney,Cyst,Cortex,minimal,true
003017777009,0420,10,5,captopril,Middle,6 hr,Kidney,Fibrosis,Cortex,minimal,true
003017777007,0420,10,2,captopril,Middle,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0420,10,3,captopril,Middle,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017777009,0420,10,5,captopril,Middle,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0420,11,1,captopril,Middle,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017778003,0420,12,4,captopril,Middle,24 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0420,12,1,captopril,Middle,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017778003,0420,12,4,captopril,Middle,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,09,4,captopril,Middle,4 day,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0421,09,2,captopril,Middle,4 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0421,09,2,captopril,Middle,4 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0421,09,4,captopril,Middle,4 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0421,09,2,captopril,Middle,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,09,4,captopril,Middle,4 day,Kidney,Regeneration,Renal tubule,minimal,true
003017308004,0421,10,5,captopril,Middle,8 day,Liver,Necrosis,,moderate,true
No ChipData,0421,10,1,captopril,Middle,8 day,Liver,Necrosis,Subserosa,minimal,true
003017308003,0421,10,3,captopril,Middle,8 day,Liver,Necrosis,Subserosa,minimal,true
003017812015,0421,10,2,captopril,Middle,8 day,Kidney,Cyst,Medulla,minimal,true
003017812015,0421,10,2,captopril,Middle,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017812015,0421,10,2,captopril,Middle,8 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
No ChipData,0421,10,4,captopril,Middle,8 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017313010,0421,11,5,captopril,Middle,15 day,Liver,Microgranuloma,,minimal,true
No ChipData,0421,11,3,captopril,Middle,15 day,Liver,Necrosis,Subserosa,minimal,true
003017815011,0421,11,5,captopril,Middle,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017815011,0421,11,5,captopril,Middle,15 day,Kidney,Cyst,Cortex,minimal,true
003017815011,0421,11,5,captopril,Middle,15 day,Kidney,Cyst,Medulla,minimal,true
003017815009,0421,11,2,captopril,Middle,15 day,Kidney,Regeneration,Renal tubule,minimal,true
003017815011,0421,11,5,captopril,Middle,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,11,1,captopril,Middle,15 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017815009,0421,11,2,captopril,Middle,15 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017815010,0421,11,4,captopril,Middle,15 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017313021,0421,12,3,captopril,Middle,29 day,Liver,Microgranuloma,,minimal,true
003017313022,0421,12,4,captopril,Middle,29 day,Liver,Microgranuloma,,minimal,true
003017815021,0421,12,1,captopril,Middle,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017815022,0421,12,3,captopril,Middle,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017815023,0421,12,4,captopril,Middle,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0421,12,5,captopril,Middle,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017815021,0421,12,1,captopril,Middle,29 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,minimal,false
No ChipData,0421,12,2,captopril,Middle,29 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,minimal,false
003017815022,0421,12,3,captopril,Middle,29 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,minimal,false
003017815023,0421,12,4,captopril,Middle,29 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,minimal,false
No ChipData,0421,12,5,captopril,Middle,29 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,minimal,false
003017815021,0421,12,1,captopril,Middle,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,12,2,captopril,Middle,29 day,Kidney,Regeneration,Renal tubule,minimal,true
003017815022,0421,12,3,captopril,Middle,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,12,5,captopril,Middle,29 day,Kidney,Regeneration,Renal tubule,minimal,true
003017815023,0421,12,4,captopril,Middle,29 day,Kidney,Regeneration,Renal tubule,slight,false
No ChipData,0421,12,2,captopril,Middle,29 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017815022,0421,12,3,captopril,Middle,29 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
No ChipData,0421,12,5,captopril,Middle,29 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017302005,0420,13,1,captopril,High,3 hr,Liver,Microgranuloma,,minimal,true
003017776030,0420,13,5,captopril,High,3 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0420,14,5,captopril,High,6 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0420,14,5,captopril,High,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017778005,0420,16,2,captopril,High,24 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017778005,0420,16,2,captopril,High,24 hr,Kidney,Cyst,Cortex,minimal,true
003017778006,0420,16,3,captopril,High,24 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0420,16,5,captopril,High,24 hr,Kidney,Cyst,Cortex,minimal,true
003017778005,0420,16,2,captopril,High,24 hr,Kidney,Fibrosis,Cortex,minimal,true
003017778004,0420,16,1,captopril,High,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017778005,0420,16,2,captopril,High,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017778006,0420,16,3,captopril,High,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,13,4,captopril,High,4 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0421,13,5,captopril,High,4 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017812007,0421,13,2,captopril,High,4 day,Kidney,Cyst,Medulla,minimal,true
No ChipData,0421,13,5,captopril,High,4 day,Kidney,Fibrosis,Cortex,minimal,true
003017812007,0421,13,2,captopril,High,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,13,4,captopril,High,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,13,5,captopril,High,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,14,2,captopril,High,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017812018,0421,14,1,captopril,High,8 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
No ChipData,0421,14,2,captopril,High,8 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017812019,0421,14,3,captopril,High,8 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
No ChipData,0421,14,5,captopril,High,8 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
No ChipData,0421,15,1,captopril,High,15 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,minimal,false
003017815012,0421,15,2,captopril,High,15 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,minimal,false
003017815013,0421,15,3,captopril,High,15 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,minimal,false
No ChipData,0421,15,4,captopril,High,15 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,minimal,false
003017815014,0421,15,5,captopril,High,15 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,minimal,false
003017815013,0421,15,3,captopril,High,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,15,4,captopril,High,15 day,Kidney,Regeneration,Renal tubule,minimal,true
003017815014,0421,15,5,captopril,High,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,15,1,captopril,High,15 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017815013,0421,15,3,captopril,High,15 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
No ChipData,0421,15,4,captopril,High,15 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017815014,0421,15,5,captopril,High,15 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
No ChipData,0421,16,1,captopril,High,29 day,Liver,DEAD,DEAD,P,false
003017815025,0421,16,4,captopril,High,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017815026,0421,16,5,captopril,High,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017815024,0421,16,2,captopril,High,29 day,Kidney,"Cellular infiltration, lymphocyte",,slight,false
No ChipData,0421,16,3,captopril,High,29 day,Kidney,"Cellular infiltration, lymphocyte",,slight,false
No ChipData,0421,16,1,captopril,High,29 day,Kidney,DEAD,DEAD,P,false
003017815024,0421,16,2,captopril,High,29 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,slight,false
No ChipData,0421,16,3,captopril,High,29 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,slight,false
003017815025,0421,16,4,captopril,High,29 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,slight,false
003017815026,0421,16,5,captopril,High,29 day,Kidney,Hypertrophy,Juxtaglomerular apparatus,slight,false
003017815025,0421,16,4,captopril,High,29 day,Kidney,Regeneration,Renal tubule,minimal,true
003017815026,0421,16,5,captopril,High,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0421,16,3,captopril,High,29 day,Kidney,Regeneration,Renal tubule,moderate,false
003017815024,0421,16,2,captopril,High,29 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
No ChipData,0421,16,3,captopril,High,29 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
003017815026,0421,16,5,captopril,High,29 day,Kidney,"Vacuolization (Vacuolation), cytoplasmic",Tubular epithelium,minimal,true
No ChipData,0146,01,1,carbamazepine,Control,3 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0146,02,5,carbamazepine,Control,6 hr,Liver,Cellular infiltration,Portal,minimal,true
003017677004,0146,02,2,carbamazepine,Control,6 hr,Liver,"Nodule, hepatodiaphragmatic",,minimal,true
No ChipData,0146,02,5,carbamazepine,Control,6 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0146,02,4,carbamazepine,Control,6 hr,Kidney,Hemorrhage,Subcapsule,minimal,true
No ChipData,0146,02,2,carbamazepine,Control,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0146,04,5,carbamazepine,Control,24 hr,Liver,Cellular infiltration,Portal,minimal,true
No ChipData,0147,01,2,carbamazepine,Control,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0147,02,5,carbamazepine,Control,8 day,Liver,Necrosis,,minimal,true
No ChipData,0147,02,5,carbamazepine,Control,8 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
003017731014,0147,03,2,carbamazepine,Control,15 day,Liver,Necrosis,,slight,true
No ChipData,0147,03,1,carbamazepine,Control,15 day,Kidney,Regeneration,Renal tubule,minimal,true
